IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
191.237.202.255,443,0,false,GRU,South America,São Paulo,346,3.74
20.164.16.115,443,443,true,JNB,Africa,Johannesburg,325,3.69
4.182.9.108,443,80,false,FRA,Europe,Frankfurt,155,3.48
191.237.205.178,443,0,false,GRU,South America,São Paulo,337,3.46
20.203.143.114,2053,80,false,MXP,Europe,Milan,149,3.24
20.203.143.114,2087,80,false,MXP,Europe,Milan,150,3.23
20.203.143.114,2095,80,false,ZRH,Europe,Zurich,149,3.21
20.203.143.112,2052,80,false,MXP,Europe,Milan,150,2.98
51.107.211.178,2053,80,false,CPH,Europe,Copenhagen,174,2.74
51.107.211.177,2083,80,false,CPH,Europe,Copenhagen,173,2.73
51.107.211.178,2096,80,false,CPH,Europe,Copenhagen,174,2.72
51.107.211.178,2052,80,false,CPH,Europe,Copenhagen,174,2.71
51.107.211.178,2086,80,false,CPH,Europe,Copenhagen,174,2.70
51.107.211.178,2083,80,false,CPH,Europe,Copenhagen,174,2.70
51.107.211.178,2095,80,false,CPH,Europe,Copenhagen,174,2.70
51.107.211.177,2096,80,false,CPH,Europe,Copenhagen,174,2.69
51.107.211.178,2087,80,false,CPH,Europe,Copenhagen,175,2.68
51.107.211.177,2095,80,false,CPH,Europe,Copenhagen,174,2.67
51.107.211.177,2087,80,false,CPH,Europe,Copenhagen,175,2.66
51.107.211.177,2086,80,false,CPH,Europe,Copenhagen,174,2.64
51.107.211.177,2052,80,false,CPH,Europe,Copenhagen,176,2.63
51.107.211.178,2082,80,false,CPH,Europe,Copenhagen,173,2.62
51.107.211.177,2053,80,false,CPH,Europe,Copenhagen,173,2.62
51.107.211.177,2082,80,false,CPH,Europe,Copenhagen,174,2.47
51.107.7.135,8443,443,true,MXP,Europe,Milan,150,1.22
104.208.64.116,80,0,false,HKG,Asia Pacific,Hong Kong,33,0.27
51.11.142.112,80,0,false,LHR,Europe,London,155,0.18
20.243.87.182,80,0,false,NRT,Asia Pacific,Tokyo,73,0.16
20.39.185.184,80,0,false,NRT,Asia Pacific,Tokyo,66,0.15
20.37.207.8,8080,80,false,SYD,Oceania,Sydney,88,0.11
20.196.192.92,80,0,false,ICN,Asia Pacific,Seoul,62,0.11
51.107.6.128,8443,443,true,MXP,Europe,Milan,150,0.11
20.92.32.172,80,0,false,SYD,Oceania,Sydney,88,0.11
51.107.6.220,8443,443,true,MXP,Europe,Milan,164,0.10
51.116.109.243,80,0,false,FRA,Europe,Frankfurt,155,0.10
20.2.87.94,80,0,false,HKG,Asia Pacific,Hong Kong,35,0.09
4.242.18.222,80,0,false,SEA,North America,Seattle,161,0.09
4.236.181.208,80,0,false,IAD,North America,Ashburn,231,0.08
104.208.71.2,80,0,false,HKG,Asia Pacific,Hong Kong,36,0.08
20.92.226.83,80,0,false,SYD,Oceania,Sydney,87,0.07
20.102.24.191,80,0,false,IAD,North America,Ashburn,226,0.06
20.2.87.94,443,0,false,HKG,Asia Pacific,Hong Kong,31,0.06
13.94.60.131,80,0,false,HKG,Asia Pacific,Hong Kong,33,0.05
172.162.242.200,80,0,false,FRA,Europe,Frankfurt,155,0.05
20.86.52.80,80,0,false,AMS,Europe,Amsterdam,158,0.04
172.207.81.243,8080,0,false,NRT,Asia Pacific,Tokyo,74,0.03
51.143.162.160,80,80,false,LHR,Europe,London,156,0.03
20.81.104.97,80,443,false,IAD,North America,Ashburn,231,0.02
68.154.1.131,80,80,false,IAD,North America,Ashburn,233,0.01
40.83.203.12,80,0,false,SJC,North America,San Jose,168,0.01
IP地址	端口	回源端口	TLS	数据中心	地区	城市	TCP延迟(ms)	速度(MB/s)
38.47.115.152	34237	2096	TRUE	LAX	North America	Los Angeles	212	6.5
38.47.116.229	34237	2096	TRUE	LAX	North America	Los Angeles	167	6.42
154.40.49.122	34237	2096	TRUE	LAX	North America	Los Angeles	172	6.32
154.7.179.213	23262	443	TRUE	LAX	North America	Los Angeles	162	6.17
89.213.182.222	34237	2096	TRUE	LAX	North America	Los Angeles	169	5.77
154.7.179.92	39861	443	TRUE	LAX	North America	Los Angeles	168	5.63
154.7.180.15	7	443	TRUE	LAX	North America	Los Angeles	195	5.48
154.9.224.162	58732	443	TRUE	LAX	North America	Los Angeles	184	5.41
154.9.237.201	20005	443	TRUE	LAX	North America	Los Angeles	171	5.36
154.9.224.162	49360	443	TRUE	LAX	North America	Los Angeles	186	5.28
154.12.39.145	41662	443	TRUE	LAX	North America	Los Angeles	164	5.27
154.9.237.165	20004	443	TRUE	LAX	North America	Los Angeles	211	5.21
154.7.179.213	13764	443	TRUE	LAX	North America	Los Angeles	177	5.2
154.9.237.205	20005	443	TRUE	LAX	North America	Los Angeles	204	5.2
154.9.237.167	20004	443	TRUE	LAX	North America	Los Angeles	187	5.18
154.12.39.241	41847	443	TRUE	LAX	North America	Los Angeles	186	5.17
154.9.237.166	20004	443	TRUE	LAX	North America	Los Angeles	168	5.12
154.7.179.213	15299	443	TRUE	LAX	North America	Los Angeles	178	5.12
154.9.237.169	20004	443	TRUE	LAX	North America	Los Angeles	168	5.11
154.12.39.145	47971	443	TRUE	LAX	North America	Los Angeles	166	5.1
154.12.39.241	13789	443	TRUE	LAX	North America	Los Angeles	175	5.03
154.7.179.213	39561	443	TRUE	LAX	North America	Los Angeles	190	4.96
154.7.179.213	33573	443	TRUE	LAX	North America	Los Angeles	184	4.71
154.7.179.213	38676	443	TRUE	LAX	North America	Los Angeles	175	4.29
154.64.225.139	30371	443	TRUE	LAX	North America	Los Angeles	164	3.8
154.40.56.39	8443	443	TRUE	LAX	North America	Los Angeles	163	3.71
154.64.228.213	34237	2096	TRUE	LAX	North America	Los Angeles	176	3.64
154.40.36.250	34237	2096	TRUE	LAX	North America	Los Angeles	181	3.55
154.9.237.174	20003	443	TRUE	LAX	North America	Los Angeles	221	3
154.12.59.251	18005	443	TRUE	LAX	North America	Los Angeles	186	2.97
154.9.237.178	20003	443	TRUE	LAX	North America	Los Angeles	225	2.94
154.9.237.175	20003	443	TRUE	LAX	North America	Los Angeles	191	2.9
154.9.237.180	20005	443	TRUE	LAX	North America	Los Angeles	182	2.69
154.9.237.182	20005	443	TRUE	LAX	North America	Los Angeles	189	2.64
154.9.237.183	20005	443	TRUE	LAX	North America	Los Angeles	191	2.64
154.9.237.160	20005	443	TRUE	LAX	North America	Los Angeles	280	2.62
154.9.240.205	25510	443	TRUE	LAX	North America	Los Angeles	189	2.48
154.64.225.107	8602	443	TRUE	LAX	North America	Los Angeles	176	2.47
154.7.179.213	44154	443	TRUE	LAX	North America	Los Angeles	177	2.33
154.9.237.207	20005	443	TRUE	LAX	North America	Los Angeles	168	2.19
154.9.237.199	20005	443	TRUE	LAX	North America	Los Angeles	248	2.14
154.9.237.211	20005	443	TRUE	LAX	North America	Los Angeles	182	2.11
154.9.237.209	20005	443	TRUE	LAX	North America	Los Angeles	169	2.1
154.9.237.194	20005	443	TRUE	LAX	North America	Los Angeles	239	2.1
154.64.228.109	34237	2096	TRUE	LAX	North America	Los Angeles	167	1.81
89.213.182.151	35967	443	TRUE	LAX	North America	Los Angeles	181	1.74
154.9.237.213	20001	443	TRUE	LAX	North America	Los Angeles	231	1.57
154.9.237.214	20005	443	TRUE	LAX	North America	Los Angeles	179	1.56
