IP地址	端口	回源端口	TLS	数据中心	地区	城市	TCP延迟(ms)	速度(MB/s)
84.235.173.205	443	443	TRUE	FRA	Europe	Frankfurt	171	11.17
141.148.225.147	443	443	TRUE	FRA	Europe	Frankfurt	170	11.16
132.145.120.118	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	126	11.15
138.3.222.204	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	85	11.15
129.159.193.230	443	443	TRUE	FRA	Europe	Frankfurt	231	11.15
141.147.26.161	443	443	TRUE	FRA	Europe	Frankfurt	178	11.15
138.2.8.232	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	137	11.13
141.147.186.210	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	94	11.13
168.138.205.38	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	127	11.13
141.147.179.64	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	77	11.13
168.138.195.31	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	171	11.13
84.235.172.81	443	443	TRUE	FRA	Europe	Frankfurt	177	11.12
131.186.41.255	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	199	11.12
141.147.164.153	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	92	11.12
144.21.34.127	443	443	TRUE	FRA	Europe	Frankfurt	169	11.12
144.24.169.81	8443	443	TRUE	FRA	Europe	Frankfurt	182	11.11
132.145.114.14	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	137	11.11
141.147.16.152	8443	443	TRUE	FRA	Europe	Frankfurt	167	11.1
131.186.37.69	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	75	11.1
141.147.191.211	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	139	11.1
150.230.208.83	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	105	11.1
141.147.92.143	443	443	TRUE	LHR	Europe	London	272	11.1
130.61.203.115	8443	443	TRUE	FRA	Europe	Frankfurt	203	11.09
168.138.206.236	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	77	11.08
132.145.121.123	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	162	11.08
168.138.212.40	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	79	11.07
140.238.32.184	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	197	11.07
138.3.211.101	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	91	11.07
140.238.35.78	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	81	11.07
141.148.232.64	443	443	TRUE	FRA	Europe	Frankfurt	174	11.04
158.101.211.29	443	443	TRUE	FRA	Europe	Frankfurt	218	11.04
150.230.214.218	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	209	11.04
141.147.174.190	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	78	11.04
143.47.183.249	443	443	TRUE	FRA	Europe	Frankfurt	185	11.03
132.145.115.17	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	82	11.03
141.147.191.132	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	123	11.02
144.21.57.128	443	443	TRUE	FRA	Europe	Frankfurt	196	11.02
150.230.106.21	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	130	11.01
140.238.54.182	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	79	11.01
140.238.33.165	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	134	11.01
141.147.191.132	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	132	11.01
150.230.221.219	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	128	11
150.230.212.9	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	88	11
140.238.62.12	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	102	11
168.138.192.185	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	128	10.99
150.230.204.117	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	142	10.98
168.138.200.159	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	141	10.98
130.162.229.42	2053	443	TRUE	FRA	Europe	Frankfurt	189	10.98
158.101.206.70	8443	443	TRUE	AMS	Europe	Amsterdam	179	10.98
141.147.174.190	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	89	10.98
152.70.102.124	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	133	10.98
150.230.212.87	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	129	10.98
141.148.227.179	443	443	TRUE	FRA	Europe	Frankfurt	194	10.97
131.186.44.38	80	80	FALSE	NRT	Asia Pacific	Tokyo	92	10.97
131.186.35.189	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	200	10.97
141.147.164.153	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	83	10.96
151.145.69.105	2086	0	FALSE	HKG	Asia Pacific	Hong Kong	184	10.95
150.230.115.145	443	443	TRUE	FRA	Europe	Frankfurt	199	10.95
168.138.212.40	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	75	10.95
140.238.36.216	80	80	FALSE	NRT	Asia Pacific	Tokyo	87	10.95
131.186.37.69	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	84	10.94
138.2.24.114	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	118	10.93
140.238.51.89	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	119	10.93
150.230.105.53	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	146	10.93
141.147.182.70	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	89	10.92
132.145.120.103	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	191	10.92
131.186.47.223	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	87	10.92
152.70.106.21	80	80	FALSE	NRT	Asia Pacific	Tokyo	84	10.92
150.230.101.13	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	84	10.89
131.186.59.94	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	77	10.88
84.235.162.236	443	443	TRUE	FRA	Europe	Frankfurt	191	10.88
150.230.113.145	443	443	TRUE	FRA	Europe	Frankfurt	190	10.87
138.2.19.122	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	89	10.87
132.145.121.123	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	226	10.87
168.138.214.62	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	77	10.86
193.123.34.6	443	443	TRUE	FRA	Europe	Frankfurt	171	10.86
138.3.211.101	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	96	10.85
131.186.34.244	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	88	10.85
140.238.60.177	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	79	10.85
131.186.47.255	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	104	10.84
130.162.220.177	443	443	TRUE	FRA	Europe	Frankfurt	189	10.84
140.238.34.208	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	138	10.84
138.2.15.8	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	81	10.84
138.3.222.204	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	75	10.83
141.147.186.210	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	125	10.83
143.47.181.182	443	443	TRUE	FRA	Europe	Frankfurt	178	10.83
140.238.39.87	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	192	10.82
140.238.59.255	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	126	10.82
140.238.34.208	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	131	10.82
131.186.45.88	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	128	10.8
150.230.106.21	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	138	10.8
141.147.181.148	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	96	10.79
138.3.223.50	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	122	10.79
144.21.49.184	443	443	TRUE	FRA	Europe	Frankfurt	173	10.78
150.230.222.185	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	76	10.78
132.145.117.216	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	114	10.77
130.162.216.218	443	443	TRUE	FRA	Europe	Frankfurt	189	10.77
132.145.114.14	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	100	10.76
140.238.51.89	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	224	10.76
131.186.47.255	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	82	10.75
144.21.32.231	443	443	TRUE	FRA	Europe	Frankfurt	169	10.75
141.148.246.34	443	443	TRUE	FRA	Europe	Frankfurt	183	10.74
138.2.21.31	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	77	10.74
138.2.19.122	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	75	10.73
168.138.200.159	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	130	10.73
150.230.97.239	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	127	10.73
141.147.174.7	80	80	FALSE	NRT	Asia Pacific	Tokyo	85	10.73
138.2.8.232	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	76	10.72
150.230.97.239	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	80	10.72
141.147.101.108	443	443	TRUE	FRA	Europe	Frankfurt	198	10.71
150.230.108.135	80	80	FALSE	NRT	Asia Pacific	Tokyo	86	10.71
150.230.207.53	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	159	10.7
150.230.107.197	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	77	10.7
141.148.235.103	443	443	TRUE	FRA	Europe	Frankfurt	220	10.7
144.21.42.208	443	443	TRUE	FRA	Europe	Frankfurt	172	10.69
150.230.207.53	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	124	10.69
150.230.207.53	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	124	10.69
158.101.203.30	443	443	TRUE	FRA	Europe	Frankfurt	196	10.69
132.145.120.118	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	129	10.69
140.238.54.182	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	84	10.68
150.230.205.56	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	83	10.67
131.186.37.191	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	79	10.67
138.3.212.162	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	137	10.67
132.145.120.197	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	158	10.65
150.230.219.83	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	87	10.65
140.238.39.33	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	134	10.65
150.230.219.168	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	82	10.64
168.138.217.146	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	78	10.62
141.147.168.159	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	132	10.62
138.3.222.204	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	116	10.61
132.145.120.197	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	81	10.6
84.235.168.196	443	443	TRUE	FRA	Europe	Frankfurt	196	10.6
131.186.41.82	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	163	10.6
138.2.6.15	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	84	10.59
129.146.247.85	2053	443	TRUE	LAX	North America	Los Angeles	176	10.59
152.70.52.215	443	443	TRUE	AMS	Europe	Amsterdam	200	10.59
141.147.174.190	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	121	10.59
140.238.50.32	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	138	10.57
130.162.217.50	443	443	TRUE	FRA	Europe	Frankfurt	167	10.57
132.145.122.95	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	86	10.57
138.2.176.48	443	443	TRUE	FRA	Europe	Frankfurt	167	10.57
138.3.223.70	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	107	10.56
129.159.205.156	443	443	TRUE	FRA	Europe	Frankfurt	178	10.55
131.186.47.255	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	78	10.54
141.147.160.86	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	78	10.53
141.147.174.190	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	134	10.53
140.238.54.149	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	169	10.53
150.230.212.9	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	142	10.51
168.138.206.109	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	79	10.5
131.186.62.26	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	148	10.49
132.145.112.168	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	123	10.49
143.47.237.211	443	443	TRUE	FRA	Europe	Frankfurt	197	10.48
150.230.216.34	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	133	10.48
131.186.58.151	80	80	FALSE	NRT	Asia Pacific	Tokyo	81	10.44
138.2.20.230	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	93	10.43
138.3.211.101	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	137	10.43
131.186.59.94	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	116	10.42
138.3.212.162	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	144	10.42
132.145.114.4	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	80	10.41
138.2.14.164	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	134	10.41
168.138.194.121	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	135	10.41
141.144.251.39	443	443	TRUE	FRA	Europe	Frankfurt	164	10.41
140.238.61.78	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	138	10.4
140.238.54.166	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	123	10.39
150.230.208.113	80	80	FALSE	NRT	Asia Pacific	Tokyo	136	10.39
140.238.39.33	80	80	FALSE	NRT	Asia Pacific	Tokyo	125	10.38
150.230.212.213	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	126	10.38
144.21.40.114	443	443	TRUE	FRA	Europe	Frankfurt	188	10.38
131.186.43.107	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	115	10.37
150.230.207.53	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	76	10.36
141.148.232.210	443	443	TRUE	FRA	Europe	Frankfurt	206	10.36
138.3.212.144	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	84	10.36
168.138.217.146	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	111	10.35
158.180.49.83	443	443	TRUE	FRA	Europe	Frankfurt	189	10.34
132.145.112.168	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	127	10.34
141.148.229.33	443	443	TRUE	FRA	Europe	Frankfurt	194	10.34
140.238.50.32	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	141	10.33
132.145.120.182	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	105	10.33
132.226.5.76	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	129	10.33
144.24.182.234	443	443	TRUE	FRA	Europe	Frankfurt	189	10.32
168.138.208.164	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	134	10.31
144.21.60.207	443	443	TRUE	FRA	Europe	Frankfurt	175	10.3
141.148.226.147	443	443	TRUE	FRA	Europe	Frankfurt	198	10.3
132.145.113.148	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	87	10.3
138.2.173.37	443	443	TRUE	FRA	Europe	Frankfurt	166	10.3
168.138.208.17	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	90	10.29
141.147.189.242	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	84	10.29
152.70.185.7	443	443	TRUE	FRA	Europe	Frankfurt	186	10.28
140.238.41.253	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	169	10.28
132.145.122.95	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	167	10.27
150.230.221.114	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	145	10.26
140.238.52.81	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	77	10.25
131.186.37.69	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	140	10.25
168.138.212.74	80	80	FALSE	NRT	Asia Pacific	Tokyo	83	10.24
152.70.99.187	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	127	10.23
141.147.85.184	443	443	TRUE	CDG	Europe	Paris	160	10.22
131.186.47.223	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	85	10.22
138.2.8.232	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	90	10.21
158.180.16.246	443	443	TRUE	FRA	Europe	Frankfurt	167	10.21
150.230.214.218	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	139	10.21
140.238.36.216	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	81	10.2
132.145.64.119	443	443	TRUE	FRA	Europe	Frankfurt	174	10.19
150.230.116.208	443	443	TRUE	FRA	Europe	Frankfurt	184	10.19
138.3.217.39	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	122	10.18
131.186.59.232	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	133	10.18
141.147.1.15	443	443	TRUE	FRA	Europe	Frankfurt	220	10.18
144.24.169.81	2053	443	TRUE	FRA	Europe	Frankfurt	167	10.17
150.230.220.232	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	78	10.17
132.145.115.17	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	100	10.15
150.230.101.13	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	81	10.15
168.138.208.164	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	144	10.14
168.138.212.184	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	136	10.14
141.147.181.148	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	91	10.13
158.180.42.228	443	443	TRUE	FRA	Europe	Frankfurt	191	10.13
140.238.35.195	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	131	10.13
141.147.114.255	443	443	TRUE	FRA	Europe	Frankfurt	221	10.13
150.230.101.13	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	79	10.12
138.2.18.11	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	185	10.1
140.238.54.182	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	204	10.1
141.147.191.132	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	78	10.1
168.138.205.38	80	80	FALSE	NRT	Asia Pacific	Tokyo	88	10.1
140.238.62.12	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	96	10.09
140.238.41.253	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	76	10.09
152.70.104.69	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	122	10.09
152.70.106.21	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	76	10.09
152.70.107.26	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	113	10.08
168.138.209.84	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	90	10.08
140.238.61.224	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	100	10.08
150.230.213.95	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	137	10.07
131.186.61.45	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	130	10.07
140.238.61.78	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	179	10.05
152.70.106.21	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	80	10.05
141.147.191.132	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	82	10.04
138.2.163.18	443	443	TRUE	FRA	Europe	Frankfurt	188	10.02
150.230.109.138	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	136	10.02
141.147.44.5	443	443	TRUE	FRA	Europe	Frankfurt	178	10.01
152.70.107.26	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	137	10.01
138.2.21.31	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	88	10
138.2.20.48	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	114	10
140.238.50.32	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	130	9.99
132.145.121.247	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	192	9.99
168.138.192.185	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	123	9.99
131.186.37.49	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	129	9.99
152.70.103.145	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	154	9.99
144.21.63.108	443	443	TRUE	FRA	Europe	Frankfurt	178	9.99
158.180.33.189	443	443	TRUE	FRA	Europe	Frankfurt	229	9.97
141.147.191.211	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	156	9.97
150.230.219.83	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	77	9.96
152.70.59.184	443	443	TRUE	FRA	Europe	Frankfurt	179	9.96
140.238.54.164	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	85	9.96
140.238.41.253	80	80	FALSE	NRT	Asia Pacific	Tokyo	83	9.96
168.138.200.155	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	75	9.96
150.230.216.117	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	84	9.96
150.230.109.252	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	130	9.95
140.238.35.138	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	83	9.94
132.145.121.123	80	80	FALSE	NRT	Asia Pacific	Tokyo	86	9.94
131.186.61.45	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	87	9.92
132.145.120.118	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	123	9.92
150.230.105.228	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	188	9.92
150.230.105.179	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	182	9.92
140.238.35.78	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	145	9.92
150.230.220.232	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	75	9.91
130.61.12.106	443	443	TRUE	FRA	Europe	Frankfurt	188	9.9
138.2.172.133	443	443	TRUE	FRA	Europe	Frankfurt	183	9.9
152.70.107.26	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	89	9.9
132.145.120.103	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	132	9.9
152.70.99.187	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	147	9.9
138.2.8.232	80	80	FALSE	NRT	Asia Pacific	Tokyo	130	9.9
168.138.195.31	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	137	9.89
168.138.198.202	80	80	FALSE	NRT	Asia Pacific	Tokyo	81	9.89
158.101.212.203	443	443	TRUE	FRA	Europe	Frankfurt	172	9.88
168.138.198.53	80	80	FALSE	NRT	Asia Pacific	Tokyo	81	9.88
131.186.60.162	80	80	FALSE	NRT	Asia Pacific	Tokyo	84	9.87
150.230.109.252	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	139	9.86
168.138.206.236	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	130	9.85
138.2.8.232	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	78	9.84
144.21.55.221	443	443	TRUE	FRA	Europe	Frankfurt	183	9.83
141.147.168.159	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	78	9.83
141.147.166.189	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	129	9.83
150.230.107.94	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	88	9.82
168.138.211.217	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	217	9.82
131.186.63.35	80	80	FALSE	NRT	Asia Pacific	Tokyo	139	9.81
150.230.105.53	80	80	FALSE	NRT	Asia Pacific	Tokyo	86	9.81
131.186.35.189	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	87	9.81
144.21.32.193	2087	443	TRUE	AMS	Europe	Amsterdam	163	9.8
131.186.63.35	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	142	9.8
158.180.27.173	443	443	TRUE	FRA	Europe	Frankfurt	189	9.8
168.138.207.64	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	84	9.8
138.2.166.171	443	443	TRUE	FRA	Europe	Frankfurt	169	9.8
131.186.37.69	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	125	9.78
152.70.106.195	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	108	9.78
168.138.206.68	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	118	9.77
168.138.207.64	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	139	9.77
132.145.113.148	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	135	9.77
132.145.120.103	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	130	9.77
141.147.181.148	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	134	9.76
131.186.35.189	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	163	9.76
168.138.198.202	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	79	9.76
140.238.41.253	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	101	9.76
141.147.160.86	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	84	9.76
140.238.39.21	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	75	9.75
138.2.9.66	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	164	9.74
132.145.120.182	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	132	9.74
168.138.206.68	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	79	9.74
144.21.37.178	443	443	TRUE	FRA	Europe	Frankfurt	173	9.74
150.230.107.94	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	89	9.73
138.3.212.162	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	77	9.73
140.238.39.33	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	177	9.72
131.186.37.191	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	84	9.72
138.2.12.32	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	88	9.72
138.2.10.251	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	128	9.72
130.162.235.253	443	443	TRUE	FRA	Europe	Frankfurt	174	9.72
150.230.104.197	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	76	9.72
143.47.252.225	443	443	TRUE	FRA	Europe	Frankfurt	210	9.71
140.238.54.149	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	91	9.71
150.230.213.95	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	138	9.71
89.168.66.68	443	443	TRUE	FRA	Europe	Frankfurt	165	9.7
141.144.202.115	443	443	TRUE	FRA	Europe	Frankfurt	168	9.7
143.47.182.106	443	443	TRUE	FRA	Europe	Frankfurt	183	9.7
132.145.120.118	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	78	9.69
143.47.253.22	443	443	TRUE	FRA	Europe	Frankfurt	174	9.69
168.138.207.64	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	87	9.69
131.186.47.255	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	130	9.69
152.70.106.195	80	80	FALSE	NRT	Asia Pacific	Tokyo	123	9.68
150.230.222.185	80	80	FALSE	NRT	Asia Pacific	Tokyo	101	9.68
140.238.48.97	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	126	9.67
140.238.35.195	80	80	FALSE	NRT	Asia Pacific	Tokyo	144	9.67
168.138.200.159	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	166	9.67
138.2.18.11	80	80	FALSE	NRT	Asia Pacific	Tokyo	134	9.66
131.186.34.11	80	80	FALSE	NRT	Asia Pacific	Tokyo	129	9.65
144.21.37.94	443	443	TRUE	FRA	Europe	Frankfurt	182	9.65
138.3.212.226	80	80	FALSE	NRT	Asia Pacific	Tokyo	130	9.65
143.47.244.121	443	443	TRUE	FRA	Europe	Frankfurt	173	9.65
168.138.196.237	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	220	9.65
