IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.206.180	80	80	FALSE	SIN	Asia Pacific	Singapore	11	12.63
47.245.89.102	2053	2053	TRUE	SIN	Asia Pacific	Singapore	130	12.63
8.219.107.199	80	80	FALSE	SIN	Asia Pacific	Singapore	16	12.63
47.245.10.77	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	89	12.62
47.245.11.216	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	87	12.62
8.219.198.139	443	443	TRUE	SIN	Asia Pacific	Singapore	171	12.62
8.219.197.111	2053	2053	TRUE	SIN	Asia Pacific	Singapore	118	12.62
47.245.55.94	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	81	12.62
47.236.166.84	8880	8880	FALSE	SIN	Asia Pacific	Singapore	51	12.62
47.245.34.36	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	89	12.61
47.74.16.255	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	188	12.61
8.218.52.115	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	68	12.61
8.219.245.232	80	80	FALSE	SIN	Asia Pacific	Singapore	23	12.61
8.219.163.195	2096	2096	TRUE	SIN	Asia Pacific	Singapore	135	12.61
8.218.85.128	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	57	12.6
47.74.54.145	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	153	12.59
8.222.197.251	80	80	FALSE	SIN	Asia Pacific	Singapore	6	12.59
8.219.93.85	2082	2082	FALSE	SIN	Asia Pacific	Singapore	9	12.59
47.245.59.243	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	84	12.59
8.219.51.49	2096	2096	TRUE	SIN	Asia Pacific	Singapore	128	12.59
47.236.65.232	2083	2083	TRUE	SIN	Asia Pacific	Singapore	93	12.59
47.74.11.219	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	202	12.59
8.219.77.91	8443	8443	TRUE	SIN	Asia Pacific	Singapore	86	12.58
8.219.210.93	8080	8080	FALSE	SIN	Asia Pacific	Singapore	36	12.58
8.219.228.30	8880	8880	FALSE	SIN	Asia Pacific	Singapore	27	12.58
8.218.143.10	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	71	12.58
8.219.151.193	8443	8443	TRUE	SIN	Asia Pacific	Singapore	48	12.58
8.219.173.239	2096	2096	TRUE	SIN	Asia Pacific	Singapore	65	12.58
8.209.248.161	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	112	12.58
47.74.11.219	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	160	12.57
47.245.59.133	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	258	12.57
47.245.33.56	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	242	12.57
47.236.169.164	8443	8443	TRUE	SIN	Asia Pacific	Singapore	59	12.57
8.219.241.189	2087	2087	TRUE	SIN	Asia Pacific	Singapore	123	12.57
47.74.6.233	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	94	12.56
47.74.41.87	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	74	12.56
8.219.220.88	2052	2052	FALSE	SIN	Asia Pacific	Singapore	27	12.56
8.222.249.98	8443	8443	TRUE	SIN	Asia Pacific	Singapore	122	12.56
8.219.172.128	2086	2086	FALSE	SIN	Asia Pacific	Singapore	5	12.56
47.74.27.94	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	83	12.55
47.74.13.94	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	76	12.55
47.236.180.51	2086	2086	FALSE	SIN	Asia Pacific	Singapore	31	12.55
47.236.94.109	2086	2086	FALSE	SIN	Asia Pacific	Singapore	13	12.55
47.245.37.41	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	202	12.55
47.236.4.129	2087	2087	TRUE	SIN	Asia Pacific	Singapore	83	12.55
8.219.191.40	2087	2087	TRUE	SIN	Asia Pacific	Singapore	173	12.55
8.222.164.209	8080	8080	FALSE	SIN	Asia Pacific	Singapore	4	12.54
47.74.52.188	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	82	12.54
8.219.240.141	2095	2095	FALSE	SIN	Asia Pacific	Singapore	15	12.54
8.219.163.195	2053	2053	TRUE	SIN	Asia Pacific	Singapore	121	12.54
8.219.217.81	2053	2053	TRUE	SIN	Asia Pacific	Singapore	81	12.54
47.236.104.98	2053	2053	TRUE	SIN	Asia Pacific	Singapore	124	12.53
47.74.34.162	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	75	12.53
47.74.22.171	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	178	12.53
8.219.161.129	8443	8443	TRUE	SIN	Asia Pacific	Singapore	121	12.53
8.219.98.13	2087	2087	TRUE	SIN	Asia Pacific	Singapore	151	12.53
47.236.23.135	2095	2095	FALSE	SIN	Asia Pacific	Singapore	19	12.53
8.219.129.38	2082	2082	FALSE	SIN	Asia Pacific	Singapore	6	12.53
47.245.56.121	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	202	12.53
47.245.10.123	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	77	12.53
47.236.79.87	2083	2083	TRUE	SIN	Asia Pacific	Singapore	120	12.53
8.219.250.239	2082	2082	FALSE	SIN	Asia Pacific	Singapore	28	12.52
47.74.13.94	80	80	FALSE	NRT	Asia Pacific	Tokyo	92	12.52
8.219.201.174	443	443	TRUE	SIN	Asia Pacific	Singapore	85	12.52
8.219.174.213	2086	2086	FALSE	SIN	Asia Pacific	Singapore	4	12.52
47.236.106.37	2087	2087	TRUE	SIN	Asia Pacific	Singapore	83	12.52
8.222.180.242	2053	2053	TRUE	SIN	Asia Pacific	Singapore	68	12.51
8.217.251.62	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	41	12.51
8.222.167.8	2052	2052	FALSE	SIN	Asia Pacific	Singapore	9	12.51
8.219.195.47	2052	2052	FALSE	SIN	Asia Pacific	Singapore	5	12.51
8.222.144.50	80	80	FALSE	SIN	Asia Pacific	Singapore	8	12.5
8.219.107.135	8443	8443	TRUE	SIN	Asia Pacific	Singapore	118	12.5
47.245.84.155	8080	8080	FALSE	SIN	Asia Pacific	Singapore	6	12.5
47.245.8.68	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	191	12.5
47.74.11.251	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	146	12.5
47.245.59.244	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	72	12.5
47.245.37.37	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	72	12.49
47.245.33.163	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	163	12.49
8.219.61.52	2086	2086	FALSE	SIN	Asia Pacific	Singapore	16	12.49
47.74.43.24	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	88	12.49
8.218.126.53	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	50	12.49
8.219.183.31	8080	8080	FALSE	SIN	Asia Pacific	Singapore	8	12.49
47.245.37.37	80	80	FALSE	NRT	Asia Pacific	Tokyo	91	12.48
47.245.13.93	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	90	12.48
8.219.53.142	2087	2087	TRUE	SIN	Asia Pacific	Singapore	98	12.48
8.219.60.54	2082	2082	FALSE	SIN	Asia Pacific	Singapore	4	12.47
8.209.243.172	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	73	12.47
8.219.60.54	443	443	TRUE	SIN	Asia Pacific	Singapore	50	12.47
47.245.41.169	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	179	12.47
47.236.4.129	80	80	FALSE	SIN	Asia Pacific	Singapore	19	12.46
47.245.84.124	2095	2095	FALSE	SIN	Asia Pacific	Singapore	11	12.46
8.219.92.89	2082	2082	FALSE	SIN	Asia Pacific	Singapore	11	12.46
47.245.13.93	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	86	12.46
8.218.2.181	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	67	12.46
8.219.93.85	2095	2095	FALSE	SIN	Asia Pacific	Singapore	13	12.46
8.219.111.147	8443	8443	TRUE	SIN	Asia Pacific	Singapore	144	12.46
47.245.4.219	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	193	12.46
8.219.110.88	2083	2083	TRUE	SIN	Asia Pacific	Singapore	71	12.45
8.219.185.191	2087	2087	TRUE	SIN	Asia Pacific	Singapore	52	12.45
47.74.8.238	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	183	12.45
47.245.12.38	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	101	12.45
47.74.15.120	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	154	12.45
8.222.224.162	2082	2082	FALSE	SIN	Asia Pacific	Singapore	4	12.45
8.219.209.14	8080	8080	FALSE	SIN	Asia Pacific	Singapore	16	12.45
47.91.15.247	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	109	12.45
47.245.7.212	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	88	12.44
8.219.152.195	8880	8880	FALSE	SIN	Asia Pacific	Singapore	18	12.44
8.219.222.98	443	443	TRUE	SIN	Asia Pacific	Singapore	104	12.44
8.219.86.200	8080	8080	FALSE	SIN	Asia Pacific	Singapore	6	12.44
47.245.8.185	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	94	12.44
47.245.54.197	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	237	12.44
8.219.140.63	8443	8443	TRUE	SIN	Asia Pacific	Singapore	72	12.44
47.74.34.135	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	135	12.43
47.245.3.137	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	88	12.43
47.245.53.50	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	94	12.43
47.245.11.216	8880	8880	FALSE	NRT	Asia Pacific	Tokyo	79	12.43
8.222.208.83	2087	2087	TRUE	SIN	Asia Pacific	Singapore	107	12.43
8.222.133.247	2082	2082	FALSE	SIN	Asia Pacific	Singapore	4	12.43
47.236.166.84	2082	2082	FALSE	SIN	Asia Pacific	Singapore	30	12.43
8.219.111.175	8080	8080	FALSE	SIN	Asia Pacific	Singapore	34	12.43
8.219.195.47	80	80	FALSE	SIN	Asia Pacific	Singapore	19	12.43
8.219.210.226	8880	8880	FALSE	SIN	Asia Pacific	Singapore	12	12.43
47.245.7.212	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	84	12.42
8.222.140.87	2083	2083	TRUE	SIN	Asia Pacific	Singapore	115	12.42
47.245.32.215	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	72	12.42
8.219.167.113	2082	2082	FALSE	SIN	Asia Pacific	Singapore	7	12.42
47.245.57.38	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	166	12.42
8.219.111.175	80	80	FALSE	SIN	Asia Pacific	Singapore	8	12.41
8.219.126.240	2096	2096	TRUE	SIN	Asia Pacific	Singapore	126	12.41
47.245.59.244	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	172	12.41
8.219.197.111	2083	2083	TRUE	SIN	Asia Pacific	Singapore	133	12.41
47.245.11.216	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	93	12.41
8.219.67.133	2095	2095	FALSE	SIN	Asia Pacific	Singapore	32	12.41
47.245.37.94	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	182	12.41
47.236.144.156	2087	2087	TRUE	SIN	Asia Pacific	Singapore	84	12.4
8.219.65.191	8443	8443	TRUE	SIN	Asia Pacific	Singapore	43	12.4
8.222.167.8	2083	2083	TRUE	SIN	Asia Pacific	Singapore	96	12.4
8.219.253.18	8880	8880	FALSE	SIN	Asia Pacific	Singapore	17	12.39
8.219.60.68	2086	2086	FALSE	SIN	Asia Pacific	Singapore	15	12.39
8.219.170.180	2083	2083	TRUE	SIN	Asia Pacific	Singapore	229	12.39
8.218.2.181	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	59	12.39
47.245.56.207	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	131	12.39
47.236.114.23	2096	2096	TRUE	SIN	Asia Pacific	Singapore	49	12.38
47.245.58.175	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	139	12.38
47.74.11.219	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	73	12.38
8.219.217.81	2087	2087	TRUE	SIN	Asia Pacific	Singapore	142	12.37
8.219.206.180	8080	8080	FALSE	SIN	Asia Pacific	Singapore	19	12.37
47.74.10.135	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	262	12.37
47.245.34.140	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	77	12.37
8.209.246.24	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	84	12.37
8.222.224.163	2082	2082	FALSE	SIN	Asia Pacific	Singapore	4	12.36
47.245.30.65	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	171	12.36
47.245.33.163	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	123	12.35
47.236.88.181	8880	8880	FALSE	SIN	Asia Pacific	Singapore	22	12.35
47.236.88.181	2095	2095	FALSE	SIN	Asia Pacific	Singapore	16	12.35
47.236.75.113	8443	8443	TRUE	SIN	Asia Pacific	Singapore	81	12.35
8.219.253.114	2083	2083	TRUE	SIN	Asia Pacific	Singapore	129	12.34
47.245.7.212	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	78	12.34
47.245.102.156	2053	2053	TRUE	SIN	Asia Pacific	Singapore	108	12.34
47.236.104.98	2052	2052	FALSE	SIN	Asia Pacific	Singapore	49	12.34
8.219.201.174	80	80	FALSE	SIN	Asia Pacific	Singapore	17	12.34
8.210.55.134	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	39	12.34
8.219.72.50	2087	2087	TRUE	SIN	Asia Pacific	Singapore	135	12.34
8.210.151.69	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	63	12.33
8.222.212.172	8080	8080	FALSE	SIN	Asia Pacific	Singapore	6	12.33
47.74.21.4	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	162	12.33
8.219.140.63	2086	2086	FALSE	SIN	Asia Pacific	Singapore	3	12.33
8.219.89.201	8080	8080	FALSE	SIN	Asia Pacific	Singapore	14	12.32
47.74.52.104	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	115	12.32
8.219.186.189	2095	2095	FALSE	SIN	Asia Pacific	Singapore	14	12.32
8.219.206.180	443	443	TRUE	SIN	Asia Pacific	Singapore	124	12.32
8.219.90.87	2053	2053	TRUE	SIN	Asia Pacific	Singapore	114	12.32
47.245.13.93	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	190	12.31
47.236.144.208	8880	8880	FALSE	SIN	Asia Pacific	Singapore	15	12.31
47.236.163.221	8080	8080	FALSE	SIN	Asia Pacific	Singapore	19	12.31
47.245.34.140	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	106	12.31
8.222.187.107	8080	8080	FALSE	SIN	Asia Pacific	Singapore	4	12.31
47.245.41.84	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	178	12.31
8.219.248.170	8880	8880	FALSE	SIN	Asia Pacific	Singapore	7	12.31
8.219.208.69	2082	2082	FALSE	SIN	Asia Pacific	Singapore	16	12.3
8.222.137.192	2052	2052	FALSE	SIN	Asia Pacific	Singapore	4	12.3
47.245.9.228	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	165	12.29
8.219.213.112	2052	2052	FALSE	SIN	Asia Pacific	Singapore	4	12.29
47.74.34.140	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	230	12.28
47.245.89.102	2052	2052	FALSE	SIN	Asia Pacific	Singapore	9	12.28
8.222.145.110	2096	2096	TRUE	SIN	Asia Pacific	Singapore	81	12.28
8.219.174.213	2096	2096	TRUE	SIN	Asia Pacific	Singapore	133	12.28
47.74.45.143	80	80	FALSE	NRT	Asia Pacific	Tokyo	90	12.28
8.219.240.160	2095	2095	FALSE	SIN	Asia Pacific	Singapore	17	12.28
47.236.172.41	2083	2083	TRUE	SIN	Asia Pacific	Singapore	136	12.28
47.74.43.24	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	126	12.28
47.236.168.17	2096	2096	TRUE	SIN	Asia Pacific	Singapore	170	12.27
47.236.144.196	8443	8443	TRUE	SIN	Asia Pacific	Singapore	112	12.27
